report_id,coords,lat,lon,pre-text,post-text,report_date,file_path
111016TF007,"39.296576, -76.657455",39.296576,-76.657455,"ore Police have arrested Adele Charlotte Stade, 69, of Baltimore, sitting in a stolen vehicle. Adele Charlotte Stade was arrested for Grand Larceny Auto after stealing a vehicle on 11/10/2016 at about 4:22 AM near 2533 W Lanvale St Baltimore Md 21216 Usa ",". Responding officers located the stolen vehicle nearby with the suspect inside, apparently under the influence of narcotics.  Officers arrested Stade and returned the vehicle to its owner. The Baltimore Police Department reminds the public to take their ",10-11-2016,Worldline Data\crime_reports\111016TF007.docx
111016TF015,"39.299962, -76.648021",39.299962,-76.648021,"The Baltimore Police Department is seeking the identity of a suspect wanted for theft of goods on 11/10/2016 at 5:02 AM. Employees of A J Mini Mart, at 1912 W Mosher St Baltimore Md 21217 Usa ",", observed an individual tucking items under her clothes.  An employee challenged the suspect who then ran from the store with the items.  The suspect is described as Hispanic, female, about 4' 8"", with black hair, wearing a gold hooded sweatshirt and gol",10-11-2016,Worldline Data\crime_reports\111016TF015.docx
111016TF024,"39.28463, -76.641969",39.28463,-76.641969,"The Baltimore Police Department arrested Don Jorge Carrasco for attempted theft on 11/10/2016 at 11:11 AM. At Gilmor Grocery, located at 277 S Gilmor St Baltimore Md 21223 ",", an employee discovered an individual pilfering medications behind the pharmacy counter.  The individual attempted to run once discovered, but was subdued by employees and detained until officers arrived.",10-11-2016,Worldline Data\crime_reports\111016TF024.docx
111016TF025,"39.288239, -76.675811",39.288239,-76.675811,"The Baltimore Police Department is seeking the identity of a suspect wanted for theft on 11/10/2016 at 10:45 AM. At Gruner's Liquor & Foor Market, located at 125 N Monastery Ave Baltimore Md 21229 ",", an individual was approaching the counter with several items when she abruptly turned ran out the door before the cashier could react.  The cashier describes the individual as Black, female, around 5' 3"", 167 lbs, with ""wild"" white hair, wearing a silve",10-11-2016,Worldline Data\crime_reports\111016TF025.docx
111116AT004,"39.294373, -76.659841",39.294373,-76.659841,"On 11/11/2016 at approximately 10:19 PM, officers responded to a report of a serious assault  near 2615 Edmondson Ave Baltimore Md 21223 ",. Upon arrival officers were met by a witness who informed officers that 36-year-old Eunice Linda Mitchell suffered a serious injury during an altercation with an unknown blunt object.  The victim was taken to a nearby hospital.  Detectives thoroughly can,11-11-2016,Worldline Data\crime_reports\111116AT004.docx
111116DN008,"39.28691, -76.6439",39.28691,-76.6439,"The Baltimore Police Department has cited Mary Theresa Jackson, 23, for disturbing the peace on 11/11/2016 at about 7:12 AM at 1726 Boyd St Baltimore Md 21223 ",. An officer conducted a traffic stop on Jackson when the officer noticed the vehicle's sound system audible from more than 150 yards away.  The officer issued a citation for disturbing the peace and released Jackson from the scene. The Baltimore Police D,11-11-2016,Worldline Data\crime_reports\111116DN008.docx
111116DN015,"39.294757, -76.663457",39.294757,-76.663457,The Baltimore Police Department is seeking the identity of an individual for graffitying public property. On 11/11/2016 at 8:52 AM at 603 N Franklintown Rd Baltimore Md 21216 Usa ," a witness reported seeing an individual described as Black, female, about 5' 3"" using permanent markers to graffiti road signs.  Officers responding to the calls found the markings, but the suspect had left the scene. The Baltimore Police Department woul",11-11-2016,Worldline Data\crime_reports\111116DN015.docx
111116DN030,"39.299761, -76.653765",39.299761,-76.653765,"more, for DUI. An officer conducted a traffic stop on a speeding vehicle and determined that the driver was intoxicated.  Trinidad Spencer was charged with Driving Under the Influence on 11/11/2016 at about 11:49 AM at 2326 W Mosher St Baltimore Md 21216 ",.  The driver lied to the officer in the course of questioning at the scene and so was also charged with Obstruction of Justice. The Baltimore Police Department reminds the public to drive responsibly and never under the influence.  BPD asks all citizens ,11-11-2016,Worldline Data\crime_reports\111116DN030.docx
111116DN033,"39.282045, -76.647356",39.282045,-76.647356,ng operated erratically with headlights flashing and determined that the driver was intoxicated.  Ronnie Jones was charged with reckless driving and driving under the influence on 11/11/2016 at about 9:29 AM outside of 1958 Wilkens Ave Baltimore Md 21223 ,. The Baltimore Police Department reminds the public to driver responsibly and never under the influence.,11-11-2016,Worldline Data\crime_reports\111116DN033.docx
111116DN048,"39.281479, -76.649027",39.281479,-76.649027,The Baltimore Police Department responded to 479 S Pulaski St Baltimore Md 21223 ," for a noise complaint.  On 11/11/2016 at approximately 5:57 AM, witnesses report several young males in the street were involved in an angry verbal altercation that may have turned violent.  Officers responding to the scene found no suspects in the area.",11-11-2016,Worldline Data\crime_reports\111116DN048.docx
111116NA001,"39.283913, -76.655412",39.283913,-76.655412,"On 11/11/2016 at 10:13 PM, Baltimore Police officers on patrol received complaints about drug dealing near 2454 Frederick Ave Baltimore Md 21223 ",".  At the scene, they noticed a Black female sitting in a silver vehicle. Observing from a distance, the officers saw multiple people approach the individual in the car, who was exchanging small baggies for cash to the apparent customers.  Officers moved ",11-11-2016,Worldline Data\crime_reports\111116NA001.docx
111116NA026,"39.282436, -76.641176",39.282436,-76.641176,"On 11/11/2016, at 9:07 PM, Baltimore police officers were dispatched to reports of a disorderly Black male disturbing the peace at 479 S Parrish St Baltimore Md 21223 ",.  Officers arrived and found the individual rambling and screaming.  Officers were partly able to engage the suspect in conversation.  In the course of questioning officers identified the individual as Greg Romito who admitted to possessing and using LSD,11-11-2016,Worldline Data\crime_reports\111116NA026.docx
111116NA031,"39.285246, -76.679886",39.285246,-76.679886,Baltimore Police officers were patrolling near 122 S Monastery Ave Baltimore Md 21229 , around 5:23 AM of 11/11/2016 when they noticed an individual make a hand-to-hand exchange.  When the officers approached the suspect he informed the officers there was a knife in his waistband.   Officers handcuffed and searched the suspect and found an ,11-11-2016,Worldline Data\crime_reports\111116NA031.docx
111116RB005,"39.275104, -76.668163",39.275104,-76.668163,"Baltimore Police are investigating a robbery that occurred on 11/11/2016 outside of 3192 Wilkens Ave Baltimore Md 21223, ",".  Around 2:27 PM, Audrey Rubio was confronted on the street by a White female about 6' 5"" wearing a black bandana over her face.  The suspect wore a brown hooded sweatshirt, a Terrapins ball cap, and dark jeans.  The suspect threatened the victim with a ",11-11-2016,Worldline Data\crime_reports\111116RB005.docx
111116RB012,"39.298172, -76.665271",39.298172,-76.665271,"Baltimore Police are seeking the public's help in identifying the suspect involved in the robbery of the On Stack Jewelry located at 904 Poplar Grove St, Baltimore, MD 21216, United States ",". On 11/11/2016, 10:30 AM, the suspect entered the business, displayed a box cutter knife and demanded the employees lie on the floor. The employees complied and the suspect took an undisclosed amount of merchandise and fled the store. He was last seen on",11-11-2016,Worldline Data\crime_reports\111116RB012.docx
111116TF004,"39.295419, -76.653435",39.295419,-76.653435,"The Baltimore Police Department is seeking the identity of a suspect wanted for theft on 11/11/2016 at 12:58 PM. The cashier at Brown's Liquors, at 610 N Bentalou St Baltimore Md 21216 ",", was watching a suspicious individual loitering in the store who suddenly grabbed some bottles and ran out before the cashier could react.  The suspect was described as White, male, around 5' 7"", 183 lbs, with unruly black hair, wearing a yellow jacket w",11-11-2016,Worldline Data\crime_reports\111116TF004.docx
111116TF010,"39.304904, -76.66931",39.304904,-76.66931,The Baltimore Police Department is seeking the identity of a suspect wanted for Larceny from auto in Baltimore. On 11/11/2016 at 11:59 AM as Charles Yost was exiting his residence at 1502 N Rosedale St Baltimore Md 21216 ,", he saw a stranger in the victim's vehicle.  The suspect ran when the Yost shouted, but made off with some of the victim's belongings taken from the vehicle.  The suspect was about Black, male, about 6' 3"", wearing khaki pants, and a yellow Towson hooded",11-11-2016,Worldline Data\crime_reports\111116TF010.docx
111116TF036,"39.286013, -76.672746",39.286013,-76.672746,"The Baltimore Police Department is seeking the identity of a suspect wanted for theft of merchandise on 11/11/2016 at 11:32 AM. A clerk at Amal, Llc, at 3352 W Baltimore St Baltimore Md 21229 ",", has reported a goods stolen from an outside display.  CCTV footage recorded the theft and showed the suspect to be likely Black, likely female, about 4' 10"", 119 lbs, wearing a Orioles hooded sweatshirt and Orioles ball cap. Anyone with information conc",11-11-2016,Worldline Data\crime_reports\111116TF036.docx
111116TF048,"39.29792, -76.664757",39.29792,-76.664757,"The Baltimore Police Department is seeking the identity of a suspect wanted in a theft on 11/11/2016 at 7:24 AM. A cashier at J & J Convience, at 2883 W Lafayette Ave Baltimore Md 21216 ",", saw an individual putting items in his pockets.  When the employee moved to approach the suspect, the suspect fled from the store, taking the items.  The suspect was described as Black, male, around 5' 7"", 156 lbs, with long black hair, wearing a black ",11-11-2016,Worldline Data\crime_reports\111116TF048.docx
